ppm intensity peak
2.383727323 0.742410952 1
2.384277075 0.541582894 1
2.384826828 0.407245269 1
2.385376581 0.367497705 1
2.385926333 0.339210565 1
2.386476086 0.34987699 1
2.387025838 0.399359712 1
2.387575591 0.389889234 1
2.388125344 0.389889234 1
2.388675096 0.375176863 1
2.389224849 0.388291068 1
2.389774601 0.445425782 1
2.390324354 0.416168453 1
2.390874107 0.430426253 1
2.391423859 0.512259575 1
2.391973612 0.628279773 1
2.392523364 0.826319053 1
2.393073117 0.977402724 1
2.39362287 0.920642415 1
2.394172622 0.813018637 1
2.394722375 0.835573163 1
2.395272128 0.969553118 1
2.39582188 0.903202692 1
2.396371633 0.644759993 1
2.396921385 0.497873785 1
2.397471138 0.447134779 1
2.398020891 0.459567019 1
2.398570643 0.522716037 1
2.399120396 0.546314906 1
2.399670148 0.416670567 1
2.400219901 0.349276203 1
2.400769654 0.350620824 1
2.401319406 0.35660694 1
2.401869159 0.382118536 1
2.402418911 0.385097434 1
2.402968664 0.407072366 1
2.403518417 0.447920249 1
2.404068169 0.578590625 1
2.404617922 0.765004071 1
2.405167675 0.873548451 1
2.405717427 0.846140204 1
2.40626718 0.867093378 1
2.406816932 1.217824395 1
2.407366685 1.732204201 1
2.407916438 1.750487201 1
2.40846619 1.255362803 1
2.409015943 1.151138096 1
2.409565695 1.577756005 1
2.410115448 1.392696685 1
2.410665201 1.054358999 1
2.411214953 0.894587929 1
2.411764706 0.71482811 1
2.412314458 0.663332476 1
2.412864211 0.710535015 1
2.413413964 0.710535015 1
2.413963716 0.721246363 1
2.414513469 0.679426845 1
2.415063222 0.573864849 1
2.415612974 0.479928244 1
2.416162727 0.405894479 1
2.416712479 0.378185019 1
2.417262232 0.408423886 1
2.417811985 0.458646932 1
2.418361737 0.462018494 1
2.41891149 0.515499844 1
2.419461242 0.638143176 1
2.420010995 0.934407876 1
2.420560748 1.273239754 1
2.4211105 1.346651465 1
2.421660253 1.180605731 1
2.422210005 0.912223943 1
2.422759758 0.613572556 1
2.423309511 0.516371557 1
2.423859263 0.516371557 1
2.424409016 0.534734852 1
2.424958769 0.534734852 1
2.425508521 0.534734852 1
2.426058274 0.653406673 1
2.426608026 0.802569629 1
2.427157779 0.886722674 1
2.427707532 0.835759985 1
2.428257284 0.735557362 1
2.428807037 0.675323473 1
2.429356789 0.600143719 1
2.429906542 0.558544442 1
2.430456295 0.542498064 1
2.431006047 0.506790772 1
2.4315558 0.503453304 1
2.432105553 0.511517836 1
2.432655305 0.515303401 1
2.433205058 0.52966173 1
2.43375481 0.640310275 1
2.434304563 1.003773132 1
2.434854316 1.260766435 1
2.435404068 0.967017325 1
2.435953821 0.654246692 1
2.436503573 0.587546966 1
2.437053326 0.557937773 1
2.437603079 0.596447971 1
2.438152831 0.596447971 1
2.438702584 0.667066316 1
2.439252336 0.818929324 1
2.439802089 1.049488776 1
2.440351842 1.188620152 1
2.440901594 1.249885179 1
2.441451347 1.190627851 1
2.4420011 1.036427323 1
2.442550852 0.880578109 1
2.443100605 0.678022754 1
2.443650357 0.694924156 1
2.44420011 0.867426563 1
2.444749863 1.086787349 1
2.445299615 1.502885339 1
2.445849368 2.027169788 1
2.44639912 1.587687625 1
2.446948873 1.065178118 1
2.447498626 0.88722198 1
2.448048378 0.740037514 1
2.448598131 0.651614353 1
2.449147883 0.651614353 1
2.449697636 0.660396226 1
2.450247389 0.735696285 1
2.450797141 0.856899442 1
2.451346894 1.072616298 1
2.451896647 1.342077847 1
2.452446399 1.532932158 1
2.452996152 1.508438094 1
2.453545904 1.386991632 1
2.454095657 1.319970005 1
2.45464541 1.453913438 1
2.455195162 1.646424976 1
2.455744915 1.480092623 1
2.456294667 1.175597949 1
2.45684442 1.057091005 1
2.457394173 1.199590044 1
2.457943925 1.342103621 1
2.458493678 1.058635396 1
2.45904343 0.928106434 1
2.459593183 0.882345354 1
2.460142936 0.711277587 1
2.460692688 0.622635818 1
2.461242441 0.565080257 1
2.461792194 0.555458508 1
2.462341946 0.541246084 1
2.462891699 0.58286248 1
2.463441451 0.610496225 1
2.463991204 0.666602987 1
2.464540957 0.74960749 1
2.465090709 0.87422408 1
2.465640462 1.112546128 1
2.466190214 1.282634212 1
2.466739967 1.239579473 1
2.46728972 0.963579939 1
2.467839472 0.732196879 1
2.468389225 0.70559388 1
2.468938977 0.749189739 1
2.46948873 0.825620025 1
2.470038483 0.807856411 1
2.470588235 0.666127312 1
2.471137988 0.595103286 1
2.471687741 0.586640588 1
2.472237493 0.679346409 1
2.472787246 0.759608283 1
2.473336998 0.740028684 1
2.473886751 0.624746562 1
2.474436504 0.600464352 1
2.474986256 0.691286961 1
2.475536009 0.644453946 1
2.476085761 0.598308025 1
2.476635514 0.670025755 1
2.477185267 0.852682757 1
2.477735019 1.108118588 1
2.478284772 1.180104248 1
2.478834524 1.090767158 1
2.479384277 1.02881315 1
2.47993403 1.07204334 1
2.480483782 1.07204334 1
2.481033535 1.137377826 1
2.481583288 0.997776977 1
2.48213304 0.847722461 1
2.482682793 0.736999333 1
2.483232545 0.736999333 1
2.483782298 0.749070197 1
2.484332051 0.803873349 1
2.484881803 0.981049785 1
2.485431556 0.939242685 1
2.485981308 0.722193559 1
2.486531061 0.710384681 1
2.487080814 0.819750952 1
2.487630566 0.783365292 1
2.488180319 0.622183706 1
2.488730071 0.515612596 1
2.489279824 0.473597287 1
2.489829577 0.503873234 1
2.490379329 0.503873234 1
2.490929082 0.611019031 1
2.491478835 0.749845666 1
2.492028587 0.818176449 1
2.49257834 0.676525288 1
2.493128092 0.557552307 1
2.493677845 0.594145878 1
2.494227598 0.655494173 1
2.49477735 0.752491681 1
2.495327103 0.789904742 1
2.495876855 0.897523709 1
2.496426608 0.875515835 1
2.496976361 0.800579718 1
2.497526113 0.790643343 1
2.498075866 0.693685893 1
2.498625618 0.600035958 1
2.499175371 0.566064358 1
2.499725124 0.594299751 1
2.500274876 0.594299751 1
2.500824629 0.594299751 1
2.501374382 0.594299751 1
2.501924134 0.594299751 1
2.502473887 0.594299751 1
2.503023639 0.594299751 1
2.503573392 0.594299751 1
2.504123145 0.594299751 1
2.504672897 0.752160224 1
2.50522265 1.049829901 1
2.505772402 1.247904689 1
2.506322155 1.030451129 1
2.506871908 0.790143873 1
2.50742166 0.662745047 1
2.507971413 0.598607656 1
2.508521165 0.588663501 1
2.509070918 0.693370054 1
2.509620671 0.693370054 1
2.510170423 0.786499823 1
2.510720176 0.853857161 1
2.511269929 0.772734491 1
2.511819681 0.621630865 1
2.512369434 0.610248576 1
2.512919186 0.677911459 1
2.513468939 0.728922932 1
2.514018692 0.71859807 1
2.514568444 0.697359551 1
2.515118197 0.631191574 1
2.515667949 0.63274639 1
2.516217702 0.701311885 1
2.516767455 0.844192118 1
2.517317207 0.923054097 1
2.51786696 1.047968402 1
2.518416712 1.181273668 1
2.518966465 1.087371184 1
2.519516218 0.572216814 1
2.52006597 0.608604502 1
2.520615723 0.736164144 1
2.521165476 0.842027302 1
2.521715228 0.961230319 1
2.522264981 0.976523609 1
2.522814733 0.970948629 1
2.523364486 1.141636304 1
2.523914239 1.256135105 1
2.524463991 1.362047637 1
2.525013744 1.483223474 1
2.525563496 1.6597071 1
2.526113249 2.161236058 1
2.526663002 2.978054998 1
2.527212754 4.576831988 1
2.527762507 8.040566054 1
2.528312259 15.45936016 1
2.528862012 23.52120104 1
2.529411765 19.04301665 1
2.529961517 9.4931337 1
2.53051127 4.789572841 1
2.531061023 2.903754017 1
2.531610775 2.060530657 1
2.532160528 1.603959545 1
2.53271028 1.405009262 1
2.533260033 1.301247388 1
2.533809786 1.195324372 1
2.534359538 1.084172656 1
2.534909291 0.99292173 1
2.535459043 0.842606421 1
2.536008796 0.695380286 1
2.536558549 0.63569404 1
2.537108301 0.610506402 1
2.537658054 0.573126921 1
2.538207806 0.58197905 1
2.538757559 0.60568173 1
2.539307312 0.636736205 1
2.539857064 0.730352246 1
2.540406817 0.924098787 1
2.54095657 0.97945702 1
2.541506322 0.783040669 1
2.542056075 0.64755019 1
2.542605827 0.648649541 1
2.54315558 0.685555198 1
2.543705333 0.685820345 1
2.544255085 0.63262877 1
2.544804838 0.609041032 1
2.54535459 0.638449223 1
2.545904343 0.658900268 1
2.546454096 0.698858339 1
2.547003848 0.738047314 1
2.547553601 0.784716053 1
2.548103353 0.944642346 1
2.548653106 1.14812984 1
2.549202859 1.359124748 1
2.549752611 1.539293807 1
2.550302364 1.745757231 1
2.550852117 1.924304166 1
2.551401869 2.395432826 1
2.551951622 3.303585697 1
2.552501374 4.809788194 1
2.553051127 7.757186161 1
2.55360088 14.49078708 1
2.554150632 26.26169045 1
2.554700385 32.48168617 1
2.555250137 21.42455474 1
2.55579989 10.03431227 1
2.556349643 5.243324471 1
2.556899395 3.287725006 1
2.557449148 2.342709727 1
2.5579989 1.854776216 1
2.558548653 1.544601216 1
2.559098406 1.302115999 1
2.559648158 1.019697336 1
2.560197911 0.873907941 1
2.560747664 0.768442411 1
2.561297416 0.662244736 1
2.561847169 0.583136302 1
2.562396921 0.530762884 1
2.562946674 0.520038523 1
2.563496427 0.538357956 1
2.564046179 0.559005428 1
2.564595932 0.517681662 1
2.565145684 0.519593542 1
2.565695437 0.510185262 1
2.56624519 0.49482405 1
2.566794942 0.470010327 1
2.567344695 0.444744757 1
2.567894447 0.46148918 1
2.5684442 0.447284387 1
2.568993953 0.388954088 1
2.569543705 0.335306479 1
2.570093458 0.302654028 1
2.570643211 0.334142943 1
2.571192963 0.35058944 1
2.571742716 0.374164159 1
2.572292468 0.432446497 1
2.572842221 0.449127487 1
2.573391974 0.422897528 1
2.573941726 0.400376429 1
2.574491479 0.353678429 1
2.575041231 0.34723051 1
2.575590984 0.335892085 1
2.576140737 0.305790996 1
2.576690489 0.300200046 1
2.577240242 0.280955889 1
2.577789995 0.280955889 1
2.578339747 0.280955889 1
2.5788895 0.310480105 1
2.579439252 0.310480105 1
2.579989005 0.310480105 1
2.580538758 0.310480105 1
2.58108851 0.310480105 1
2.581638263 0.310480105 1
2.582188015 0.310480105 1
2.582737768 0.317495592 1
2.583287521 0.365312208 1
2.583837273 0.384245513 1
2.584387026 0.416355947 1
2.584936778 0.380270823 1
2.585486531 0.390317663 1
2.586036284 0.388755069 1
2.586586036 0.386137568 1
2.587135789 0.353312516 1
2.587685542 0.367720936 1
2.588235294 0.373331729 1
2.588785047 0.337180585 1
2.589334799 0.312901595 1
2.589884552 0.312901595 1
2.590434305 0.333410723 1
2.590984057 0.346128134 1
2.59153381 0.293857457 1
2.592083562 0.279660821 1
2.592633315 0.279660821 1
2.593183068 0.279660821 1
2.59373282 0.349337749 1
2.594282573 0.349337749 1
2.594832325 0.377947027 1
2.595382078 0.337918726 1
2.595931831 0.291761052 1
2.596481583 0.307704547 1
2.597031336 0.343417324 1
2.597581089 0.337903121 1
2.598130841 0.295405064 1
2.598680594 0.283941677 1
2.599230346 0.290376649 1
2.599780099 0.280981002 1
2.600329852 0.275081701 1
2.600879604 0.312521713 1
2.601429357 0.312521713 1
2.601979109 0.371059055 1
2.602528862 0.356324203 1
2.603078615 0.329477955 1
2.603628367 0.32169375 1
2.60417812 0.272405696 1
2.604727872 0.269400718 1
2.605277625 0.32579908 1
2.605827378 0.334272866 1
2.60637713 0.359503293 1
2.606926883 0.352993648 1
2.607476636 0.341503371 1
2.608026388 0.356829958 1
2.608576141 0.356829958 1
2.609125893 0.36088791 1
2.609675646 0.390424495 1
2.610225399 0.401274956 1
2.610775151 0.401316692 1
2.611324904 0.519481996 1
2.611874656 0.684973523 1
2.612424409 0.544595698 1
2.612974162 0.351291461 1
2.613523914 0.389901699 1
2.614073667 0.44457467 1
2.614623419 0.364746771 1
2.615173172 0.366728128 1
2.615722925 0.364785662 1
2.616272677 0.355617596 1
2.61682243 0.30778161 1
2.617372183 0.293882874 1
2.617921935 0.290902663 1
2.618471688 0.402930868 1
2.61902144 0.479541665 1
2.619571193 0.509327507 1
2.620120946 0.399392634 1
2.620670698 0.342504734 1
2.621220451 0.311747717 1
2.621770203 0.35421875 1
2.622319956 0.411651684 1
2.622869709 0.435023499 1
2.623419461 0.374316501 1
2.623969214 0.340137684 1
2.624518966 0.332981337 1
2.625068719 0.295118881 1
2.625618472 0.302008401 1
2.626168224 0.302008401 1
2.626717977 0.302008401 1
2.62726773 0.314930518 1
2.627817482 0.340625633 1
2.628367235 0.386808728 1
2.628916987 0.446653594 1
2.62946674 0.407706799 1
2.630016493 0.323460226 1
2.630566245 0.304127316 1
2.631115998 0.309340687 1
2.63166575 0.309340687 1
2.632215503 0.318184478 1
2.632765256 0.33208452 1
2.633315008 0.347645984 1
2.633864761 0.36444157 1
2.634414513 0.386303074 1
2.634964266 0.404633153 1
2.635514019 0.374137816 1
2.636063771 0.379719148 1
2.636613524 0.451455049 1
2.637163277 0.551725119 1
2.637713029 0.535362304 1
2.638262782 0.493701405 1
2.638812534 0.404377215 1
2.639362287 0.359387026 1
2.63991204 0.359387026 1
2.640461792 0.371469078 1
2.641011545 0.310047636 1
2.641561297 0.275764956 1
2.64211105 0.275764956 1
2.642660803 0.275764956 1
2.643210555 0.304105267 1
2.643760308 0.321353908 1
2.64431006 0.352087212 1
2.644859813 0.344394976 1
2.645409566 0.322900062 1
2.645959318 0.316085188 1
2.646509071 0.343694655 1
2.647058824 0.331097257 1
2.647608576 0.335622292 1
2.648158329 0.389360386 1
2.648708081 0.442847407 1
2.649257834 0.504449201 1
2.649807587 0.47852986 1
2.650357339 0.42932535 1
2.650907092 0.451123029 1
2.651456844 0.451123029 1
2.652006597 0.451123029 1
2.65255635 0.451123029 1
2.653106102 0.451123029 1
2.653655855 0.451123029 1
2.654205607 0.451123029 1
2.65475536 0.451123029 1
2.655305113 0.451123029 1
2.655854865 0.451123029 1
2.656404618 0.451123029 1
2.656954371 0.451123029 1
2.657504123 0.454841358 1
2.658053876 0.460360922 1
2.658603628 0.478922859 1
2.659153381 0.493465711 1
2.659703134 0.528908648 1
2.660252886 0.645631881 1
2.660802639 0.711540115 1
2.661352391 0.689294747 1
2.661902144 0.713047643 1
2.662451897 0.7915442 1
2.663001649 0.966070713 1
2.663551402 1.151276278 1
2.664101154 1.362689396 1
2.664650907 1.726598624 1
2.66520066 2.253509535 1
2.665750412 2.926460956 1
2.666300165 3.955756787 1
2.666849918 5.804871044 1
2.66739967 9.646656477 1
2.667949423 17.40693868 1
2.668499175 27.51447869 1
2.669048928 27.75353149 1
2.669598681 16.97775825 1
2.670148433 8.755039422 1
2.670698186 5.019679414 1
2.671247938 3.233954606 1
2.671797691 2.242302702 1
2.672347444 1.731822779 1
2.672897196 1.541089554 1
2.673446949 1.394051543 1
2.673996701 1.179157474 1
2.674546454 0.957860902 1
2.675096207 0.808161747 1
2.675645959 0.694519541 1
2.676195712 0.598455282 1
2.676745465 0.54459302 1
2.677295217 0.536324965 1
2.67784497 0.531641715 1
2.678394722 0.526037 1
2.678944475 0.511483568 1
2.679494228 0.470009441 1
2.68004398 0.460687597 1
2.680593733 0.447943725 1
2.681143485 0.421654084 1
2.681693238 0.428306255 1
2.682242991 0.457318085 1
2.682792743 0.471148575 1
2.683342496 0.470324657 1
2.683892248 0.46807433 1
2.684442001 0.463340987 1
2.684991754 0.478797962 1
2.685541506 0.482414927 1
2.686091259 0.506771312 1
2.686641012 0.57150192 1
2.687190764 0.644187677 1
2.687740517 0.638142636 1
2.688290269 0.715203152 1
2.688840022 0.789200248 1
2.689389775 0.886485436 1
2.689939527 1.038250275 1
2.69048928 1.305703783 1
2.691039032 1.733549395 1
2.691588785 2.276515853 1
2.692138538 3.132644542 1
2.69268829 4.826885999 1
2.693238043 8.372512385 1
2.693787795 14.84248716 1
2.694337548 20.50890337 1
2.694887301 16.76355907 1
2.695437053 8.890791651 1
2.695986806 4.64157494 1
2.696536559 2.820556054 1
2.697086311 1.915152081 1
2.697636064 1.437257973 1
2.698185816 1.17890871 1
2.698735569 1.050503759 1
2.699285322 0.877251426 1
2.699835074 0.715991855 1
2.700384827 0.645314589 1
2.700934579 0.568973819 1
2.701484332 0.534798843 1
2.702034085 0.526674122 1
2.702583837 0.501766929 1
2.70313359 0.479090717 1
2.703683342 0.451032699 1
2.704233095 0.39312777 1
2.704782848 0.369500242 1
2.7053326 0.328222494 1
2.705882353 0.351845804 1
2.706432106 0.360155824 1
2.706981858 0.332134865 1
2.707531611 0.281753523 1
2.708081363 0.298598827 1
2.708631116 0.260318094 1
2.709180869 0.309659714 1
2.709730621 0.309659714 1
2.710280374 0.38563294 1
2.710830126 0.39598232 1
2.711379879 0.357568101 1
2.711929632 0.438009389 1
2.712479384 0.435238562 1
2.713029137 0.435238562 1
2.713578889 0.4417232 1
2.714128642 0.581569091 1
2.714678395 0.901880304 1
2.715228147 1.016801694 1
2.7157779 0.632966311 1
2.716327653 0.404123751 1
2.716877405 0.326208485 1
2.717427158 0.34674287 1
2.71797691 0.411905456 1
2.718526663 0.433351194 1
2.719076416 0.446356033 1
2.719626168 0.497793372 1
2.720175921 0.575693052 1
2.720725673 0.811725711 1
2.721275426 1.275917113 1
2.721825179 2.60422238 1
2.722374931 6.256342747 1
2.722924684 9.785117741 1
2.723474437 5.045877073 1
2.724024189 1.842820024 1
2.724573942 0.976863671 1
2.725123694 0.608963887 1
2.725673447 0.445641201 1
2.7262232 0.388295567 1
2.726772952 0.359936698 1
2.727322705 0.341365808 1
2.727872457 0.326614948 1
2.72842221 0.309536104 1
2.728971963 0.407888123 1
2.729521715 0.477647405 1
2.730071468 0.410985341 1
2.73062122 0.346589518 1
2.731170973 0.28777567 1
2.731720726 0.26143849 1
2.732270478 0.24777397 1
2.732820231 0.235371446 1
2.733369984 0.230808382 1
2.733919736 0.251580564 1
2.734469489 0.265997871 1
2.735019241 0.334838833 1
2.735568994 0.526219493 1
2.736118747 0.727070043 1
2.736668499 0.478916643 1
2.737218252 0.266692633 1
2.737768004 0.215550908 1
2.738317757 0.196614963 1
2.73886751 0.216106074 1
2.739417262 0.238639802 1
2.739967015 0.231297466 1
2.740516767 0.222590328 1
2.74106652 0.222590328 1
2.741616273 0.222590328 1
2.742166025 0.222590328 1
2.742715778 0.222590328 1
2.743265531 0.222590328 1
2.743815283 0.222590328 1
2.744365036 0.222590328 1
2.744914788 0.222590328 1
2.745464541 0.222590328 1
2.746014294 0.224675231 1
2.746564046 0.224675231 1
2.747113799 0.224675231 1
2.747663551 0.246897657 1
2.748213304 0.263892134 1
2.748763057 0.225768726 1
2.749312809 0.251139268 1
2.749862562 0.199471502 1
2.750412314 0.22181507 1
2.750962067 0.255342485 1
2.75151182 0.295034211 1
2.752061572 0.318490592 1
2.752611325 0.333475375 1
2.753161078 0.399681404 1
2.75371083 0.46494546 1
2.754260583 0.504711991 1
2.754810335 0.447589909 1
2.755360088 0.403625775 1
2.755909841 0.456532002 1
2.756459593 0.590066072 1
2.757009346 0.540965222 1
2.757559098 0.359798119 1
2.758108851 0.293297027 1
2.758658604 0.294689139 1
2.759208356 0.282434765 1
2.759758109 0.27134319 1
2.760307861 0.29624885 1
2.760857614 0.296400189 1
2.761407367 0.297236987 1
2.761957119 0.33831683 1
2.762506872 0.377553934 1
2.763056625 0.404800666 1
2.763606377 0.390271305 1
2.76415613 0.389635093 1
2.764705882 0.416548583 1
2.765255635 0.394644925 1
2.765805388 0.324309078 1
2.76635514 0.291197829 1
2.766904893 0.267562469 1
2.767454645 0.309367461 1
2.768004398 0.308859436 1
2.768554151 0.305098632 1
2.769103903 0.306684715 1
2.769653656 0.310556047 1
2.770203408 0.272673503 1
2.770753161 0.239736677 1
2.771302914 0.25660273 1
2.771852666 0.270551212 1
2.772402419 0.28702336 1
2.772952172 0.28578442 1
2.773501924 0.280149149 1
2.774051677 0.337840207 1
2.774601429 0.356534178 1
2.775151182 0.391110784 1
2.775700935 0.404474754 1
2.776250687 0.351764177 1
2.77680044 0.311591881 1
2.777350192 0.283144444 1
2.777899945 0.28238049 1
2.778449698 0.256846793 1
2.77899945 0.254379477 1
2.779549203 0.296607523 1
2.780098955 0.297902383 1
2.780648708 0.300649582 1
2.781198461 0.316020579 1
2.781748213 0.331514979 1
2.782297966 0.442402156 1
2.782847719 0.777345256 1
2.783397471 1.173434067 1
2.783947224 1.009753597 1
2.784496976 0.859339262 1
2.785046729 0.815486604 1
2.785596482 0.538474788 1
2.786146234 0.376287135 1
2.786695987 0.318250667 1
2.787245739 0.312965593 1
2.787795492 0.349212483 1
2.788345245 0.279730256 1
2.788894997 0.248252628 1
2.78944475 0.253014041 1
2.789994502 0.211474928 1
2.790544255 0.246787459 1
2.791094008 0.255942242 1
2.79164376 0.276167991 1
2.792193513 0.276912259 1
2.792743266 0.307055569 1
2.793293018 0.318954029 1
2.793842771 0.343550695 1
2.794392523 0.281603364 1
2.794942276 0.266357602 1
2.795492029 0.219971981 1
2.796041781 0.219971981 1
2.796591534 0.23264543 1
2.797141286 0.26732172 1
2.797691039 0.244703706 1
2.798240792 0.244703706 1
2.798790544 0.246265505 1
2.799340297 0.264251318 1
2.799890049 0.298530697 1
2.800439802 0.442138125 1
2.800989555 0.793035162 1
2.801539307 0.819050027 1
2.80208906 0.542111133 1
2.802638813 0.424227679 1
2.803188565 0.408052488 1
2.803738318 0.333063802 1
2.80428807 0.29568058 1
2.804837823 0.25992143 1
2.805387576 0.25992143 1
2.805937328 0.240164628 1
2.806487081 0.240164628 1
2.807036833 0.246635662 1
2.807586586 0.257177586 1
2.808136339 0.351853827 1
2.808686091 0.508466103 1
2.809235844 0.593389995 1
2.809785596 0.477283352 1
2.810335349 0.327176665 1
2.810885102 0.240099244 1
2.811434854 0.208666386 1
2.811984607 0.198317099 1
2.81253436 0.245671058 1
2.813084112 0.254644723 1
2.813633865 0.262974566 1
2.814183617 0.236967189 1
2.81473337 0.184226843 1
2.815283123 0.166710124 1
2.815832875 0.163634614 1
2.816382628 0.163634614 1
2.81693238 0.163634614 1
2.817482133 0.166252684 1
2.818031886 0.166252684 1
2.818581638 0.166252684 1
2.819131391 0.177800262 1
2.819681143 0.219126345 1
2.820230896 0.259053211 1
2.820780649 0.233909292 1
2.821330401 0.248748351 1
2.821880154 0.250013706 1
2.822429907 0.248809385 1
2.822979659 0.265971853 1
2.823529412 0.311908742 1
2.824079164 0.328435678 1
2.824628917 0.267206833 1
2.82517867 0.227189372 1
2.825728422 0.227189372 1
2.826278175 0.227189372 1
2.826827927 0.222990376 1
2.82737768 0.246283775 1
2.827927433 0.282214517 1
2.828477185 0.313675904 1
2.829026938 0.362530385 1
2.82957669 0.431443847 1
2.830126443 0.49471313 1
2.830676196 0.564311233 1
2.831225948 0.623970458 1
2.831775701 0.72989125 1
2.832325454 0.904233474 1
2.832875206 0.981533974 1
2.833424959 0.755678141 1
2.833974711 0.777393906 1
2.834524464 0.935021764 1
2.835074217 1.077753838 1
2.835623969 0.906651835 1
2.836173722 0.621557241 1
2.836723474 0.435707543 1
2.837273227 0.366737914 1
2.83782298 0.299232181 1
2.838372732 0.317499575 1
2.838922485 0.318931876 1
2.839472237 0.288156094 1
2.84002199 0.280681929 1
2.840571743 0.253786389 1
2.841121495 0.234957079 1
2.841671248 0.216326345 1
2.842221001 0.245026114 1
2.842770753 0.221795827 1
2.843320506 0.18793178 1
2.843870258 0.182337161 1
2.844420011 0.182337161 1
2.844969764 0.182337161 1
2.845519516 0.182337161 1
2.846069269 0.182337161 1
2.846619021 0.182337161 1
2.847168774 0.182337161 1
2.847718527 0.187691556 1
2.848268279 0.187691556 1
2.848818032 0.187691556 1
2.849367784 0.187691556 1
2.849917537 0.206172231 1
2.85046729 0.222560306 1
2.851017042 0.209978864 1
2.851566795 0.223831188 1
2.852116548 0.21359411 1
2.8526663 0.243034593 1
2.853216053 0.317352411 1
2.853765805 0.396075764 1
2.854315558 0.366138828 1
2.854865311 0.281599579 1
2.855415063 0.342681125 1
2.855964816 0.374445137 1
2.856514568 0.382711722 1
2.857064321 0.327877027 1
2.857614074 0.299262678 1
2.858163826 0.309570446 1
2.858713579 0.294984469 1
2.859263332 0.294984469 1
2.859813084 0.294984469 1
2.860362837 0.294984469 1
2.860912589 0.304695173 1
2.861462342 0.298385022 1
2.862012095 0.343260866 1
2.862561847 0.364536668 1
2.8631116 0.517117561 1
2.863661352 0.851287443 1
2.864211105 1.505702343 1
2.864760858 1.672593473 1
2.86531061 0.983290469 1
2.865860363 0.563223143 1
2.866410115 0.440208344 1
2.866959868 0.398073896 1
2.867509621 0.348320929 1
2.868059373 0.309374018 1
2.868609126 0.26073325 1
2.869158879 0.288451742 1
2.869708631 0.27806626 1
2.870258384 0.292543317 1
2.870808136 0.272529145 1
2.871357889 0.307102045 1
2.871907642 0.291228546 1
2.872457394 0.254178553 1
2.873007147 0.226239719 1
2.873556899 0.224481075 1
2.874106652 0.209299386 1
2.874656405 0.236240683 1
2.875206157 0.236240683 1
2.87575591 0.236240683 1
2.876305662 0.236240683 1
2.876855415 0.236240683 1
2.877405168 0.236240683 1
2.87795492 0.236240683 1
2.878504673 0.236240683 1
2.879054426 0.236240683 1
2.879604178 0.236240683 1
2.880153931 0.221562245 1
2.880703683 0.201966765 1
2.881253436 0.240884372 1
2.881803189 0.293173556 1
2.882352941 0.329435856 1
2.882902694 0.424789285 1
2.883452446 0.460386411 1
2.884002199 0.400075636 1
2.884551952 0.312122327 1
2.885101704 0.212532349 1
2.885651457 0.212532349 1
2.886201209 0.239615893 1
2.886750962 0.315416805 1
2.887300715 0.33527888 1
2.887850467 0.330660465 1
2.88840022 0.360693954 1
2.888949973 0.449292069 1
2.889499725 0.5415154 1
2.890049478 0.542897052 1
2.89059923 0.446385767 1
2.891148983 0.43040562 1
2.891698736 0.46498959 1
2.892248488 0.397870904 1
2.892798241 0.352292591 1
2.893347993 0.319845246 1
2.893897746 0.308056865 1
2.894447499 0.275356199 1
2.894997251 0.221441964 1
2.895547004 0.179154515 1
2.896096756 0.190173496 1
2.896646509 0.242178402 1
2.897196262 0.239631945 1
2.897746014 0.238935217 1
2.898295767 0.230106515 1
2.89884552 0.247637552 1
2.899395272 0.247637552 1
2.899945025 0.247637552 1
2.900494777 0.266342452 1
2.90104453 0.296012421 1
2.901594283 0.330408478 1
2.902144035 0.364280702 1
2.902693788 0.502836912 1
2.90324354 0.694938053 1
2.903793293 0.75138935 1
2.904343046 0.565885337 1
2.904892798 0.369772955 1
2.905442551 0.295394488 1
2.905992303 0.26027417 1
2.906542056 0.21820047 1
2.907091809 0.225702789 1
2.907641561 0.223067494 1
2.908191314 0.200165876 1
2.908741067 0.179993031 1
2.909290819 0.186489198 1
2.909840572 0.182857943 1
2.910390324 0.193763095 1
2.910940077 0.18528613 1
2.91148983 0.175998354 1
2.912039582 0.204395512 1
2.912589335 0.203314999 1
2.913139087 0.23582545 1
2.91368884 0.255381247 1
2.914238593 0.255668761 1
2.914788345 0.227136509 1
2.915338098 0.235913086 1
2.91588785 0.323238573 1
2.916437603 0.437571858 1
2.916987356 0.497694689 1
2.917537108 0.428723271 1
2.918086861 0.33920401 1
2.918636614 0.298301652 1
2.919186366 0.273977416 1
2.919736119 0.246543434 1
2.920285871 0.246730087 1
2.920835624 0.225292381 1
2.921385377 0.207209921 1
2.921935129 0.192169326 1
2.922484882 0.199513311 1
2.923034634 0.197049152 1
2.923584387 0.194577487 1
2.92413414 0.160503901 1
2.924683892 0.177580681 1
2.925233645 0.229554017 1
2.925783397 0.267244255 1
2.92633315 0.281612313 1
2.926882903 0.325376205 1
2.927432655 0.469867404 1
2.927982408 0.497024555 1
2.928532161 0.459410328 1
2.929081913 0.556511572 1
2.929631666 0.796628691 1
2.930181418 1.184230473 1
2.930731171 1.845772148 1
2.931280924 2.293385671 1
2.931830676 1.483598451 1
2.932380429 0.704517858 1
