ppm default intensity1 intensity2
7.830126443 5.009947282 49.4773043378991 27.2436258099496
7.830676196 5.261602708 51.9626063579865 28.6121045329932
7.831225948 5.747083333 56.7571224040095 31.2521028685047
7.831775701 6.3448758315 61.5516384500325 33.8921012040163
7.832325454 6.232563958 62.6608095516695 34.5028426915848
7.832875206 6.94266833 68.5644966993295 37.7535825146648
7.833424959 5.411448937 10.0398944903333 7.72567171366667
7.833974711 3.51173126 6.51533660194738 5.01353393097369
7.834524464 1.844160801 3.42148287469808 2.63282183784904
7.835074217 1.704680056 3.16270339076758 2.43369172338379
7.835623969 1.565199311 3.02514779615373 2.32784306457687
7.836173722 1.630538333 2.90392390683709 2.23456160891854
7.836723474 1.06755806 1.9806470336292 1.5241025468146
7.837273227 0.712885871 1.3226215403332 1.0177537056666
7.83782298 0.589494109 1.09369204550124 0.841593077250622
7.838372732 0.600319557 5.22876511033333 2.91454233366667
7.838922485 0.651264063 5.67249021045691 3.16187713672846
7.839472237 0.710132985 6.18523673328348 3.44768485914174
7.84002199 0.787700567 6.86084801684944 3.82427429192472
7.840571743 1.160728869 10.109913198753 5.63532103387652
7.841121495 1.88218612 16.3937839449893 9.13798503249464
7.841671248 2.552081235 22.2285500525588 12.3903156437794
7.842221001 2.926892046 25.4931408337192 14.2100164398596
7.842770753 3.430830416 29.882428732288 16.656629574144
7.843320506 3.865274091 33.6664199478948 18.7658470194474
7.843870258 4.648093635 40.4847544026463 22.5664240188232
7.844420011 6.182582504 53.850105850662 30.016344177331
7.844969764 5.737832622 10.3662781753333 8.05205539866667
7.845519516 4.893186702 8.87245028570569 6.89171754935285
7.846069269 4.910984813 8.84029525753111 6.86674097976555
7.846619021 4.787573275 8.649488338707 6.7185308068535
7.847168774 2.838911791 5.12893130202217 3.98392154651109
7.847718527 1.339879396 2.42069845102805 1.88028892351402
7.848268279 0.816386343 1.56853852416097 1.21836968658049
7.848818032 0.695930909 1.47832430886186 1.14829536993093
7.849367784 0.818266431 1.47492764038335 1.14565699169168
7.849917537 0.868200849 1.25730635045816 0.976618629729079
